aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14816689,lsidyv31a9b308,"etherege, george, sir.","etherege, george",https://www.wikidata.org/wiki/Q2546081,Q2546081,"she wou'd if she cou'd, a comedy [in five acts and in prose]. [electronic resource]","she wou'd if she cou'd, a comedy",[in five acts and in prose].,,,,,,"london, 1668.",1668,london,,comedy
14816703,lsidyv2eb1804b,"fennell, james, actor.","fennell, james",https://www.wikidata.org/wiki/Q6133823,Q6133823,"lindor and clara; or, the british officer: a comedy, in five acts [and in prose]. [electronic resource]","lindor and clara; or, the british officer: a comedy, in five acts",[and in prose].,,,,,,"london, 1791.",1791,london,,comedy
14816719,lsidyv2f0ba09d,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,the bankrupt. a comedy in three acts [and in prose]. [electronic resource],the bankrupt. a comedy in three acts,[and in prose].,,,,,,"london, 1776.",1776,london,,comedy
14816720,lsidyv2eb17410,"foote, samuel.","foote, samuel",https://www.wikidata.org/wiki/Q766758,Q766758,the lame lover; a comedy in three acts [and in prose]. [electronic resource],the lame lover; a comedy in three acts,[and in prose].,,,,,,"london, 1770.",1770,london,,comedy
14816723,lsidyv3352aa4a,"ford, john, dramatist.","ford, john",https://www.wikidata.org/wiki/Q503798,Q503798,"the fancies, chast and noble [a comedy, in five acts and chiefly in verse]. [electronic resource]","the fancies, chast and noble","[a comedy, in five acts and chiefly in verse].",,,,,,"london, 1638.",1638,london,,comedy
14816773,lsidyv3350b5c5,"glapthorne, henry.","glapthorne, henry",https://www.wikidata.org/wiki/Q5721984,Q5721984,"the hollander. a comedy [in five acts, and chiefly in prose]. [electronic resource]",the hollander. a comedy,"[in five acts, and chiefly in prose].",,,,,,"london, 1640.",1640,london,,comedy
14816784,lsidyv2eb17a50,"goldsmith, oliver, 1730?-1774","goldsmith, oliver",https://www.wikidata.org/wiki/Q236236,Q236236,"[she stoops to conquer: or, the mistakes of a night. a comedy. as it is acted at the theatre-royal in covent-garden.] [electronic resource]","she stoops to conquer: or, the mistakes of a night. a comedy", as it is acted at the theatre-royal in covent-garden,,,,,,"f. newbery : london, 1773.",1773,london,f. newbery,comedy
14816837,lsidyv3097f44a,"harrison, nicholas bacon.","harrison, nicholas bacon",,,"the travellers. a comedy, in three acts [and in prose], etc. [electronic resource]","the travellers. a comedy, in three acts","[and in prose], etc.",,,,,,"london, 1788.",1788,london,,comedy
14816868,lsidyv3351f2b5,"heywood, thomas, dramatist.","heywood, thomas",https://www.wikidata.org/wiki/Q2073027,Q2073027,"the english traveller. [a tragi-comedy in five acts, chiefly in verse.] [electronic resource]",the english traveller,"[a tragi-comedy in five acts, chiefly in verse.]",,,,,,"london : r. raworth, 1633.",1633,london,r. raworth,comedy
14816869,lsidyv32d05a3f,"heywood, thomas, dramatist.","heywood, thomas",https://www.wikidata.org/wiki/Q2073027,Q2073027,"the wise-woman of hogsdon. a comedie [in five acts and principally in prose], etc. [electronic resource]",the wise-woman of hogsdon. a comedie,"[in five acts and principally in prose], etc.",,,,,,"london : printed by m. p. for h. shepard, 1638.",1638,london,printed by m. p. for h. shepard,comedy
14816877,lsidyv3352e5af,"hoare, prince.","hoare, prince",https://www.wikidata.org/wiki/Q7244079,Q7244079,"indiscretion; a comedy, in five acts [and in prose]. [electronic resource]","indiscretion; a comedy, in five acts",[and in prose].,,,,,,"london, 1800.",1800,london,,comedy
14816885,lsidyv2eb17d49,"holcroft, thomas, 1745-1809","holcroft, thomas",https://www.wikidata.org/wiki/Q1114941,Q1114941,"the school for arrogance: a comedy [in five acts, in prose], etc. [electronic resource]",the school for arrogance: a comedy,"[in five acts, in prose], etc.",,,,,,"london, 1791.",1791,london,,comedy
14816891,lsidyv32d7162f,"holman, joseph george.","holman, joseph george",https://www.wikidata.org/wiki/Q16238642,Q16238642,"the gazette extraordinary: a comedy, in five acts [and in prose]. [electronic resource]","the gazette extraordinary: a comedy, in five acts",[and in prose].,,,,,,"london, 1811.",1811,london,,comedy
14816893,lsidyv32ceb64b,"holyday, barten.","holyday, barten",https://www.wikidata.org/wiki/Q4865156,Q4865156,"τεχνογαμια: or the marriages of the arts. a comedie [in five acts, in prose and verse], etc. [electronic resource]",τεχνογαμια: or the marriages of the arts. a comedie,"[in five acts, in prose and verse], etc.",,,,,,"london : w. stansby for j. parker, 1618.",1618,london,w. stansby for j. parker,comedy
14816917,lsidyv2eb99e00,,,,,"the hymeneal party: or, the generous friends; a comedy [in five acts and in prose]. [electronic resource]","the hymeneal party: or, the generous friends; a comedy",[in five acts and in prose].,,,,,,"london, 1789.",1789,london,,comedy
14816925,lsidyv3351f8b8,,,,,"the imposture defeated: or, a trick to cheat the devil. a comedy [in five acts and in prose. by g. powell]. [electronic resource]","the imposture defeated: or, a trick to cheat the devil. a comedy",[in five acts and in prose. by g. powell].,,"powell, george, actor.","powell, george, actor",,,"london, 1698.",1698,london,,comedy
14816926,lsidyv2eb3d8a1,"inchbald, mrs., 1753-1821","inchbald, elizabeth",https://www.wikidata.org/wiki/Q469974,Q469974,"[every one has his fault; a comedy, in five acts [and in prose].] [electronic resource]","every one has his fault; a comedy, in five acts",[and in prose].,fourth edition,,,,,"london, 1793.",1793,london,,comedy
14816938,lsidyv31af43ea,,,,,"the royal voyage, or the irish expedition: a tragicomedy [in five acts and in verse], acted in ... 1689 and 90. [electronic resource]","the royal voyage, or the irish expedition: a tragicomedy","[in five acts and in verse], acted in 1689 and 90....",,,,,,"i. london, 1690.",1690,london,,comedy
14816948,lsidyv3352f67c,"jameson, robert francis.","jameson, robert francis",,,"the students of salamanca; a comedy, in five acts [and in prose], etc. [electronic resource]","the students of salamanca; a comedy, in five acts","[and in prose], etc.",,,,,,"london, 1813.",1813,london,,comedy
14816949,lsidyv3352f43a,"jameson, robert francis.","jameson, robert francis",,,"a touch at the times; a comedy, in five acts [and in prose]. [electronic resource]","a touch at the times; a comedy, in five acts",[and in prose].,,,,,,"london, 1812.",1812,london,,comedy
14816955,lsidyv33530111,"jerningham, edward.","jerningham, edward",https://www.wikidata.org/wiki/Q18528200,Q18528200,the welch heiress; a comedy [in five acts and in prose]. the second edition. [electronic resource],the welch heiress; a comedy,[in five acts and in prose]. the second edition.,,,,,,"london, 1795.",1795,london,,comedy
14816969,lsidyv3351e7f0,"jonson, ben, 1573?-1637.","jonson, ben",https://www.wikidata.org/wiki/Q193857,Q193857,"the alchemist. [a comedy, in five acts and in verse.] [electronic resource]",the alchemist,"[a comedy, in five acts and in verse.]",,,,,,"london : t. snodham for w. burre ... sold by j. stepneth, 1612.",1612,london,t. snodham for w. burre ... sold by j. stepneth,comedy
14816971,lsidyv3351f516,"jordan, thomas, city poet.","jordan, thomas",https://www.wikidata.org/wiki/Q11679512,Q11679512,money is an asse; a comedy [in five acts and in prose]. [electronic resource],money is an asse; a comedy,[in five acts and in prose].,,,,,,"london, 1668.",1668,london,,comedy
14816977,lsidyv2eb42eca,,,,,"the rambling justice, or the jealous husbands. with the humours of sir john twiford. [a comedy, in five acts, and in prose, by j. leanerd. borrowed from t. middleton's “more dissemblers besides women.”] [electronic resource]","the rambling justice, or the jealous husbands","with the humours of sir john twiford [a comedy, in five acts, and in prose, by j. leanerd. borrowed from t. middleton's “more dissemblers besides women.”] ",,"middleton, thomas, d. 1627.","middleton, thomas, d.",,,"london, 1678.",1678,london,,comedy
14816991,lsidyv2eb57d74,"kelly, hugh, 1739-1777.","kelly, hugh",https://www.wikidata.org/wiki/Q3142272,Q3142272,the romance of an hour. a comedy of two acts [in prose]. [electronic resource],the romance of an hour. a comedy of two acts,[in prose].,,,,,,"london, 1774.",1774,london,,comedy
14817005,lsidyv3352a7c5,"kotzebue, august friedrich ferdinand von.","kotzebue, august friedrich ferdinand von",https://www.wikidata.org/wiki/Q57242,Q57242,"sighs; or, the daughter, a comedy, in five acts ... taken from the german drama of kotzebue [“armuth und edelsinn”], with alterations, by p. hoare. [electronic resource]","sighs; or, the daughter, a comedy, in five acts","taken from the german drama of kotzebue [“armuth und edelsinn”], with alterations, by p. hoare....",,"hoare, prince, 1755-1834.","hoare, prince",,,"london, 1799.",1799,london,,comedy
14817008,lsidyv33529b06,"kotzebue, august friedrich ferdinand von.","kotzebue, august friedrich ferdinand von",https://www.wikidata.org/wiki/Q57242,Q57242,"the stranger: a comedy. freely translated from kotzebue's german comedy of misanthropy and repentance [by a. s****k, i.e. a. schink]. [electronic resource]",the stranger: a comedy,"freely translated from kotzebue's german comedy of misanthropy and repentance [by a. s****k, i.e. a. schink].",,"kotzebue, august friedrich ferdinand von. -- schink, a.","kotzebue, august friedrich ferdinand von. schink, a.",,,"london, 1798.",1798,london,,comedy
14817012,lsidyv3352a4c8,"kotzebue, august friedrich ferdinand von.","kotzebue, august friedrich ferdinand von",https://www.wikidata.org/wiki/Q57242,Q57242,"the reconciliation: a comedy, in five acts [in prose] ... translated from the german of a. von kotzebue [by c. ludger]. [electronic resource]","the reconciliation: a comedy, in five acts",[in prose] translated from the german of a. von kotzebue [by c. ludger]....,,"kotzebue, august friedrich ferdinand von. -- ludger, conrad.","kotzebue, august friedrich ferdinand von. ludger, conrad",,,"london, 1799.",1799,london,,comedy
14817013,lsidyv32ba9220,"lacy, john, comedian.","lacy, john",https://www.wikidata.org/wiki/Q384607,Q384607,"[the old troop: or, monsieur raggou. [a comedy, in five acts and in prose.]] [electronic resource]","the old troop: or, monsieur raggou","[a comedy, in five acts and in prose.]",another edition,,,,,"london, 1698.",1698,london,,comedy
14817033,lsidyv2eb430fb,"leanerd, john, fl. 1679.","leanerd, john",,,"the rambling justice; or, the jealous husbands. with the humours of sir john twiford, etc. [a comedy in five acts and in prose.] [electronic resource]","the rambling justice; or, the jealous husbands","[a comedy in five acts and in prose.] with the humours of sir john twiford, etc.",,,,,,"london, 1678.",1678,london,,comedy
14817039,lsidyv30134724,"leigh, richard, dramatist.","leigh, richard",,,"where to find a friend. a comedy, in five acts [and in prose]. [electronic resource]","where to find a friend. a comedy, in five acts",[and in prose].,,,,,,"london, 1815.",1815,london,,comedy
14817094,lsidyv35476a9f,"lewis, thomas a.","lewis, thomas",https://www.wikidata.org/wiki/Q112506334,Q112506334,a comedy of the cloth. a novel. [electronic resource],a comedy of the cloth. a novel,,,,,,,"london : digby, long & co., 1899.",1899,london,digby long & co.,comedy
14817119,lsidyv33520c3a,,,,,"the humorous lieutenant, or generous enemies, a comedy [in five acts and in verse. by beaumont and fletcher]. [electronic resource]","the humorous lieutenant, or generous enemies, a comedy",[in five acts and in verse. by beaumont and fletcher].,,,,,,"london, 1697.",1697,london,,comedy
14817186,lsidyv349494bb,"lingham, w.","lingham, w",,,"the labyrinth farm, or, the fashionable recluse: a comedy in five acts [and in prose] ... second edition. [electronic resource]","the labyrinth farm, or, the fashionable recluse: a comedy in five acts",[and in prose] second edition....,,,,,,"glasgow, 1814.",1814,glasgow,,comedy
14817430,lsidyv34ec138b,,,,,"living in london; a comedy, in three acts, etc. [by robert francis jameson.] [electronic resource]","living in london; a comedy, in three acts, etc.",[by robert francis jameson.],,"jameson, robert francis.","jameson, robert francis",,,"london : john miller, 1815.",1815,london,john miller,comedy
14817431,lsidyv30134d88,,,,,living in london; a comedy ... by the author of love and gout [i.e. robert francis jameson]. [electronic resource],living in london; a comedy,by the author of love and gout [i.e. robert francis jameson]....,,"jameson, robert francis.","jameson, robert francis",,,"london, 1815.",1815,london,,comedy
14817494,lsidyv345b0ffc,,,,,"the royal cuckold: or, great bastard. giving an account of the birth and pedegree of lewis le grand. a tragy-comedy. translated out of the german language by p. vergerius. [in five acts, in prose and verse.] [electronic resource]","the royal cuckold: or, great bastard. giving an account of the birth and pedegree of lewis le grand. a tragy-comedy","translated out of the german language by p. vergerius. [in five acts, in prose and verse.]",,"home, john, author of “douglas.”. -- vergerius, paul, pseud.","home, john",,,"london, 1693.",1693,london,,comedy
14817519,lsidyv3a2503a0,,,,,"the wrangling lovers: or, the invisible mistress. a comedy [in five acts, and in prose. by e. ravenscroft]. [electronic resource]","the wrangling lovers: or, the invisible mistress. a comedy","[in five acts, and in prose. by e. ravenscroft].",,"ravenscroft, edward, dramatist.","ravenscroft, edward",,,"london, 1677.",1677,london,,comedy
14817720,lsidyv34ed0822,"lyster, frederick.","lyster, frederick",,,three millions of money. eccentric comedy in four acts [and in prose]. [electronic resource],three millions of money. eccentric comedy in four acts,[and in prose].,,,,,,"london, 1875.",1875,london,,comedy
14818215,lsidyv2eb469e0,,,,,"the maid of bath; a comedy, in three acts [and in prose. by s. foote]. [electronic resource]","the maid of bath; a comedy, in three acts",[and in prose. by s. foote].,,"foote, samuel.","foote, samuel",,,"london, 1778.",1778,london,,comedy
14818218,lsidyv338f6e2d,"maidwell, lawrence.","maidwell, lawrence",,,"the loving enemies: a comedy [in five acts, in prose and verse]. [electronic resource]",the loving enemies: a comedy,"[in five acts, in prose and verse].",,,,,,"london, 1680.",1680,london,,comedy
14818352,lsidyv349cda10,,,,,"manœuvring; a comedy, etc. [electronic resource]","manœuvring; a comedy, etc.",,,,,,,,,,,comedy
14818717,lsidyv31ac7d4e,"massinger, philip, 1583-1640.","massinger, philip",https://www.wikidata.org/wiki/Q380291,Q380291,"riches: or, the wife and brother, a play in five acts [and in verse] and founded on massinger's comedy of the city madam. by sir j. b. burges. bart. [electronic resource]","riches: or, the wife and brother, a play in five acts",[and in verse] and founded on massinger's comedy of the city madam. by sir j. b. burges. bart.,,"burges, afterwards lamb, james bland, sir, bart. -- massinger, philip, 1583-1640.","burges, afterwards lamb, james bland, bart. massinger, philip",,,"london : s. tipper, 1810.",1810,london,s. tipper,comedy
14818719,lsidyv345da53d,"massinger, philip, 1583-1640.","massinger, philip",https://www.wikidata.org/wiki/Q380291,Q380291,the emperour of the east. a tragæ-comedie [in five acts and in verse]. [electronic resource],the emperour of the east. a tragæ-comedie,[in five acts and in verse].,,,,,,"london : t. harper for i. waterson, 1632.",1632,london,t. harper for i. waterson,comedy
14818721,lsidyv345cc15d,"massinger, philip, 1583-1640.","massinger, philip",https://www.wikidata.org/wiki/Q380291,Q380291,"the maid of honour. [a tragi-comedy, in five acts and in verse]. [electronic resource]",the maid of honour,"[a tragi-comedy, in five acts and in verse].",,,,,,"london : printed by i. b. for r. allot, 1632.",1632,london,printed by i. b. for r. allot,comedy
14818725,lsidyv32d0951a,"massinger, philip, 1583-1640.","massinger, philip",https://www.wikidata.org/wiki/Q380291,Q380291,"the excellent comedy, called the old law: or, a new way to please you [in five acts, in verse and prose] by phil massinger, t. middleton, w. rowley ... together with an exact and perfect catalogue of all the playes, with the authors names, etc. [electronic resource]","the excellent comedy, called the old law: or, a new way to please you","[in five acts, in verse and prose] by phil massinger, t. middleton, w. rowley ... together with an exact and perfect catalogue of all the playes, with the authors names, etc.",,"middleton, thomas, dramatist. -- rowley, william, dramatist.","middleton, thomas. rowley, william",,,"london, 1656.",1656,london,,comedy
14818726,lsidyv345da9ab,"massinger, philip, 1583-1640.","massinger, philip",https://www.wikidata.org/wiki/Q380291,Q380291,"the renegado, a tragæcomedie [in five acts and in verse]. [electronic resource]","the renegado, a tragæcomedie",[in five acts and in verse].,,,,,,"london : printed by a. m[athewes] for i. waterson, 1630.",1630,london,printed by a. m[athewes] for i. waterson,comedy
14818744,lsidyv3a582baf,"masters, martin kedgwin.","masters, martin kedgwin",,,"lost and found: a comedy in five acts [in prose], etc. [electronic resource]",lost and found: a comedy in five acts etc.,"[in prose], etc.",,,,,,"london, 1811.",1811,london,,comedy
14818868,lsidyv32d7c700,"may, thomas, poet, etc.","may, thomas",https://www.wikidata.org/wiki/Q518918,Q518918,"the heire. a comedie [in five acts, in verse and prose. second edition]. written by t. m(ay). [electronic resource]",the heire. a comedie,"[in five acts, in verse and prose. second edition]. written by t. m(ay).",,,,,,"london : a. mathewes for t. jones, 1633.",1633,london,a. mathewes for t. jones,comedy
14818869,lsidyv345db1f7,"may, thomas, poet, etc.","may, thomas",https://www.wikidata.org/wiki/Q518918,Q518918,the old couple. a comedy [in five acts and in verse]. [electronic resource],the old couple. a comedy,[in five acts and in verse].,,,,,,"london, 1658.",1658,london,,comedy
14818880,lsidyv3492e1a7,"mayhew, henry, 1812-1887.","mayhew, henry",https://www.wikidata.org/wiki/Q1227273,Q1227273,"mont blanc. a comedy, in three acts [and in prose] ... part of the plot ... derived from “le voyage de m. perrichon,” by ... e. labiche et e. martin. [electronic resource]","mont blanc. a comedy, in three acts","[and in prose] part of the plot...derived from “le voyage de m. perrichon,” by ... e. labiche et e. martin.",,"labiche, eugène, 1815-1888. -- mayhew, athol.","labiche, eugène. mayhew, athol",,,"] london : [privately printed, 1874.",1874,london,privately printed,comedy
14818890,lsidyv345dac18,"mead, robert, of christ church, oxford.","mead, robert",https://www.wikidata.org/wiki/Q18576931,Q18576931,"the combat of love and friendship, a comedy [in five acts, in verse and prose]. [electronic resource]","the combat of love and friendship, a comedy","[in five acts, in verse and prose].",,,,,,"london, 1654.",1654,london,,comedy
14819019,lsidyv319b534e,"meredith, george, 1828-1909","meredith, george",https://www.wikidata.org/wiki/Q90238,Q90238,[the egoist. a comedy in narrative.] [electronic resource],the egoist. a comedy in narrative,,another edition,,,,,"london : c. kegan paul & co., 1880.",1880,london,c. kegan paul & co.,comedy
14819020,lsidyv3a95d9a2,"meredith, george, 1828-1909","meredith, george",https://www.wikidata.org/wiki/Q90238,Q90238,[the egoist. a comedy in narrative.] [electronic resource],the egoist. a comedy in narrative,,a new edition,,,,,"london : chapman & hall, 1890.",1890,london,chapman & hall,comedy
14819032,lsidyv3afa5379 -- lsidyv3afa587f,"meredith, george, 1828-1909","meredith, george",https://www.wikidata.org/wiki/Q90238,Q90238,the tragic comedians. a study in a well-known story. enlarged from the fortnightly review. [electronic resource],the tragic comedians. a study in a well-known story, enlarged from the fortnightly review,,,,,,"london : chapman & hall, 1881.",1881,london,chapman & hall,comedy
14819097,lsidyv345b1f91,,,,,"[michaelmas terme [a comedy in five acts and in verse and prose by t. middleton], as it hath been ... acted by the children of paules.] [electronic resource]",michaelmas terme,"[a comedy in five acts and in verse and prose by t. middleton], as it hath been acted by the children of paules....",another edition newly corrected,"middleton, thomas, dramatist.","middleton, thomas",,,"london, 1630.",1630,london,,comedy
14819125,lsidyv32cb4956,"middleton, thomas, d. 1627.","middleton, thomas",https://www.wikidata.org/wiki/Q344865,Q344865,"any thing for a quiet life. a comedy [in five acts, and in prose]. [electronic resource]",any thing for a quiet life. a comedy,"[in five acts, and in prose].",,,,,,"london : t. johnson, 1662.",1662,london,t. johnson,comedy
14819126,lsidyv345d74ad,"middleton, thomas, dramatist.","middleton, thomas",https://www.wikidata.org/wiki/Q344865,Q344865,"a mad world my masters: a comedy. as it hath bin often acted at the private house in salisbury court, by her majesties servants. composed by t. m. gent. [i.e. t. middleton.] [electronic resource]",a mad world my masters: a comedy,"as it hath bin often acted at the private house in salisbury court, by her majesties servants. composed by t. m. gent. [i.e. t. middleton.]",,"m., t., gent.","m., t., gent",,,"london : printed [by john okes?] for j. s. [john spencer] and are to be sold by james becket, 1640.",1640,london,printed [by john okes?] for j. s. [john spencer] and are to be sold by james becket,comedy
14819128,lsidyv3351f6b7,"middleton, thomas, d. 1627.","middleton, thomas",https://www.wikidata.org/wiki/Q344865,Q344865,"the spanish gipsie. [a comedy, in five acts and in prose and verse.] ... written by t. middleton and w. rowley, etc. [electronic resource]",the spanish gipsie,"[a comedy, in five acts and in prose and verse.] written by t. middleton and w. rowley, etc....",,"rowley, william, dramatist.","rowley, william",,,"london : printed by i. g. for richard marriot, 1653.",1653,london,printed by i. g. for richard marriot,comedy
14819129,lsidyv345cef2a,"middleton, thomas, dramatist.","middleton, thomas",https://www.wikidata.org/wiki/Q344865,Q344865,"[the spanish gipsie. [a comedy, in five acts and in prose and verse.] ... written by t. middleton and w. rowley, etc.] [electronic resource]",the spanish gipsie,"[a comedy, in five acts and in prose and verse.] written by t. middleton and w. rowley, etc....",,"rowley, william, dramatist.","rowley, william",,,"london : printed by t. c. and l. p. for robert crofts, 1661.",1661,london,printed by t. c. and l. p. for robert crofts,comedy
14819254,lsidyv3027c262,,,,,"know your own mind: a comedy, etc. [in five acts and in prose. by a. murphy.] [electronic resource]","know your own mind: a comedy, etc.",[in five acts and in prose. by a. murphy.],,"murphy, arthur, 1727-1805.","murphy, arthur",,,"london, 1778.",1778,london,,comedy
14819355,lsidyv32d61eaa,"molière, 1622-1673.",molière,https://www.wikidata.org/wiki/Q687,Q687,"tartuffe; or, the french puritan, a comedy [in five acts, in verse] render'd into english with much addition and advantage by m. medbourne, etc. [electronic resource]","tartuffe; or, the french puritan, a comedy","[in five acts, in verse] render'd into english with much addition and advantage by m. medbourne, etc.",,"medburne, matthew.","medburne, matthew",,,"london : j. magnus, 1670.",1670,london,j. magnus,comedy
14819356,lsidyv345d83ee,"molière, 1622-1673.",molière,https://www.wikidata.org/wiki/Q687,Q687,"[tartuffe; or, the french puritan, a comedy [in five acts, in verse] render'd into english with much addition and advantage by m. medbourne, etc.] [electronic resource]","tartuffe; or, the french puritan, a comedy","[in five acts, in verse] render'd into english with much addition and advantage by m. medbourne, etc.",another edition,"medburne, matthew.","medburne, matthew",,,"london : r. wellington, 1707.",1707,london,r. wellington,comedy
14823083,lsidyv3b442edd -- lsidyv3b4427eb -- lsidyv3b442122,"moore, frank frankfort.","moore, frank frankfort",https://www.wikidata.org/wiki/Q5486693,Q5486693,“i forbid the banns.” the story of a comedy which was played seriously ... fourth edition. [electronic resource],“i forbid the banns.” the story of a comedy which was played seriously,fourth edition....,,,,,,"london : hutchinson & co., 1893.",1893,london,hutchinson & co.,comedy
14823119,lsidyv39da087e -- lsidyv39d01574,"murray, david christie, 1847-1907.","murray, david christie",https://www.wikidata.org/wiki/Q16031468,Q16031468,aunt rachel. a rustic sentimental comedy. [electronic resource],aunt rachel. a rustic sentimental comedy,,,,,,,"london : macmillan & co., 1886.",1886,london,macmillan & co.,comedy
14823147,lsidyv346a614d -- lsidyv345b46ce,"nabbes, thomas.","nabbes, thomas",https://www.wikidata.org/wiki/Q7792668,Q7792668,"covent garden: a pleasant comedie [in five acts, in prose and verse], etc. [electronic resource]",covent garden: a pleasant comedie,"[in five acts, in prose and verse], etc.",,,,,,"london : r. oulton, for c. greene, 1638.",1638,london,r. oulton for c. greene,comedy
14823148,lsidyv345ff9e1 -- lsidyv345b2dee,"nabbes, thomas.","nabbes, thomas",https://www.wikidata.org/wiki/Q7792668,Q7792668,"totenham court: a pleasant comedie [in five acts, in verse and prose]: acted in the yeare m.d.cxxxiii., etc. [electronic resource]",totenham court: a pleasant comedie,"[in five acts, in verse and prose]: acted in the yeare m.d.cxxxiii., etc.",,,,,,"london : r. oulton, for c. greene, 1638.",1638,london,r. oulton for c. greene,comedy
14823238,lsidyv34949c5b -- lsidyv3351d143,"o'caustic, carol, pseud.","o'caustic, carol",,,the laughable lover. a comedy in five acts [and in prose]. [electronic resource],the laughable lover. a comedy in five acts,[and in prose].,,,,,,"tetbury, 1806.",1806,tetbury,,comedy
14823617,lsidyv3494a4c2 -- lsidyv3a8d20f8,"pye, henry james, and arnold (samuel james)","pye, henry james",https://www.wikidata.org/wiki/Q2679953,Q2679953,a prior claim; a comedy in five acts [and in prose]. [electronic resource],a prior claim; a comedy in five acts,[and in prose].,,"arnold, samuel james, 1774-1852.","arnold, samuel james",,,"london, 1805.",1805,london,,comedy
14823729,lsidyv3a8e7026 -- lsidyv2eb18c2f,"richardson, joseph, barrister-at-law.","richardson, joseph",https://www.wikidata.org/wiki/Q1438595,Q1438595,the fugitive; a comedy [in five acts and in prose]. [electronic resource],the fugitive; a comedy,[in five acts and in prose].,,,,,,"london : j. debrett, 1792.",1792,london,j. debrett,comedy
14823785,lsidyv34f5966e -- lsidyv34ece973,"robertson, thomas william, the elder.","robertson, thomas william",https://www.wikidata.org/wiki/Q952708,Q952708,[m.p.] a comedy. [electronic resource],m.p. a comedy,,,,,,,[1870].,1870,,,comedy
14823978,lsidyv34939787 -- lsidyv2eb16f61,,,,,"the school for rakes: a comedy, etc. [based on beaumarchais' “eugénie.” by elizabeth griffith.] [electronic resource]","the school for rakes: a comedy, etc.",[based on beaumarchais' “eugénie.” by elizabeth griffith.],,"caron de beaumarchais, pierre augustin. -- griffith, mrs. (elizabeth), 1720?-1793.","caron de beaumarchais, pierre augustin. griffith, mrs. elizabeth",,,"london : t. becket & p. a. de hondt, 1769.",1769,london,t. becket & p. a. de hondt,comedy
14824287,lsidyv3ac088fc -- lsidyv3ac0714a,"sturgis, julian russell.","sturgis, julian russell",https://www.wikidata.org/wiki/Q3189108,Q3189108,comedy of a country house. [electronic resource],comedy of a country house,,,,,,,"london : john murray, 1889.",1889,london,john murray,comedy
14824459,lsidyv3494a8f4 -- lsidyv32c64b3d,"tobin, john, 1770-1804.","tobin, john",https://www.wikidata.org/wiki/Q15515137,Q15515137,"the honey moon; a comedy in five acts [chiefly in verse], etc. [electronic resource]",the honey moon; a comedy in five acts etc.,[chiefly in verse],,,,,,"london, 1805.",1805,london,,comedy
14824571,lsidyv3ad26bcc -- lsidyv3b1f6fc2,"vallings, harold.","vallings, harold",,,the superior sex. a satirical comedy. [electronic resource],the superior sex. a satirical comedy,,,,,,,"2 vol. f. v. white & co.: london; edinburgh [printed], 1888.",1888,edinburgh,f. v. white & co.,comedy
14824630,lsidyv3096cda9 -- lsidyv3a989a4c,"wallace, eglantine, lady.","wallace, eglantine",https://www.wikidata.org/wiki/Q5348050,Q5348050,"the ton; or, follies of fashion: a comedy [in five acts and in prose]. [electronic resource]","the ton; or, follies of fashion: a comedy",[in five acts and in prose].,,,,,,"london, 1788.",1788,london,,comedy
14825759,lsidyv3352dbd7,"southland, thomas.","southland, thomas",,,love a la mode [electronic resource]. a comedy. as it was lately acted with great applause at middlesex-house. written by a person of honour.,love a la mode . a comedy, as it was lately acted with great applause at middlesex-house. written by a person of honour,,,,,,"london, 1663.",1663,london,,comedy
14825785,lsidyv3458c50c,,,,,"the siege and surrender of mons; a tragi-comedy [in three acts, in prose and verse], etc. [electronic resource]",the siege and surrender of mons; a tragi-comedy etc.,"[in three acts, in prose and verse],",,,,,,"london, 1691.",1691,london,,comedy
14825844,lsidyv2ebb573c,"moore, edward, of abingdon.","moore, edward",https://www.wikidata.org/wiki/Q1293055,Q1293055,"the foundling. a comedy [in five acts and in prose], etc. [electronic resource]",the foundling. a comedy,"[in five acts and in prose], etc.",,,,,,"london, 1748.",1748,london,,comedy
14825849,lsidyv3a4059f0,"moore, frank frankfort.","moore, frank frankfort",https://www.wikidata.org/wiki/Q5486693,Q5486693,the impudent comedian and others. [tales.] ... with illustrations by r. sauber. [electronic resource],the impudent comedian and others,[tales.] with illustrations by r. sauber....,,"sauber, robert.","sauber, robert",,,"london : c. a. pearson, 1897.",1897,london,c. a. pearson,comedy
14825953,lsidyv3a3f7a33,"morrah, herbert arthur.","morrah, herbert arthur",https://www.wikidata.org/wiki/Q68855862,Q68855862,a serious comedy. [a novel.] [electronic resource],a serious comedy,[a novel.],,,,,,"london : methuen & co., 1896.",1896,london,methuen & co.,comedy
14825964,lsidyv2ebc7987,"morris, edward, m.p.","morris, edward",https://www.wikidata.org/wiki/Q20679519,Q20679519,"false colours, a comedy, in five acts [in verse], etc. [electronic resource]","false colours, a comedy, in five acts","[in verse], etc.",,,,,,"london, 1793.",1793,london,,comedy
