aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14828466,lsidyv349b7e46,"jarnac, philippe-ferdinand-auguste de rohan-chabot, comte de, 1815-1875.",Philippe de Rohan-Chabot,https://www.wikidata.org/wiki/Q3380999,Q3380999,dramatic sketches ... written for private performance at thomastown castle. [electronic resource],dramatic sketches,written for private performance at thomastown castle...,,,,,,"worksop : printed for the author by r. white, 1866.",1866,,worksop : printed for the author by r. white,play
14828477,lsidyv3498e88e,"rodwell, james.",James Rodwell,https://www.wikidata.org/wiki/Q6142352,Q6142352,"queen cora: or, slavery and its downfall. [a drama, in five acts and in prose.] [electronic resource]","queen cora: or, slavery and its downfall","[a drama, in five acts and in prose.]",,,,,,"london, 1856.",1856,london,,play
14828511,lsidyv3498fd84,,,,,the roman martyr: a youthful essay in dramatic verse by nominis umbra. with translations (from goethe) ... by the editor. [electronic resource],the roman martyr: a youthful essay in dramatic verse by nominis umbra. with translations (from goethe),by the editor...,,,,,,"london, leipzig [printed], 1859.",1859,london,leipzig,play
14828553,lsidyv34996a15,"rose, edward, dramatist.","rose, edward",,,columbus: a historical play in five acts [and in verse]. [electronic resource],columbus: a historical play in five acts,[and in verse],,,,,,"london, 1873.",1873,london,,play
14828612,lsidyv34ed8c74,"rothery, charles william.","rothery, charles william",,,the fate of derwentwater; a play in three acts [and in prose. with illustrations]. [electronic resource],the fate of derwentwater; a play in three acts,[and in prose. with illustrations],,,,,,"london, keswick [printed], 1865.",1865,london,keswick,play
14828643,lsidyv3497ad9f,"rowley, samuel, d. 1624.",Samuel Rowley,https://www.wikidata.org/wiki/Q2839880,Q2839880,"[when you see me, you know me. or the famous chronicle historie of king henrie the eight, with the birth ... of edward prince of wales, etc. [a play in verse and prose.]] [electronic resource]","when you see me, you know me. or the famous chronicle historie of king henrie the eight, with the birth of edward prince of wales, etc.",[a play in verse and prose.]..,another edition.edited with an introduction and notes by k. elze.,"elze, carl friedrich.","elze, carl friedrich",,,"dessau, 1874.",1874,dessau,,play
14828920,lsidyv34af47ea,"sargant, jane alice.",Jane Alice Sargant,https://www.wikidata.org/wiki/Q105734678,Q105734678,"joan of arc. a play, in five acts [and in verse]. [electronic resource]","joan of arc. a play, in five acts",[and in verse],,,,,,"london, 1840.",1840,london,,play
14828938,lsidyv3498ec93,,,,,"saul; a drama, in three parts. [in six acts and in verse. by charles heavysege.] second edition ... revised and emended. [electronic resource]","saul; a drama, in three parts",revised and emended.... [in six acts and in verse. by charles heavysege.] second edition,,,,,,"london, montreal [printed], 1859.",1859,london,montreal,play
14828949,lsidyv3498dd9c,"saunders, john, novelist.","saunders, john",,,love's martyrdom: a play in five acts [and in verse]. [electronic resource],love's martyrdom: a play in five acts,[and in verse],,,,,,"london, 1855.",1855,london,,play
14829014,lsidyv349b4bc7,"scholefield, john.","scholefield, john",,,"twenty-four hours under the commonwealth. a drama, in five acts [and in prose]. [electronic resource]","twenty-four hours under the commonwealth. a drama, in five acts",[and in prose],,,,,,"london, 1863.",1863,london,,play
14829118,lsidyv34ec0a01,"scott, walter, sir, 1771-1832",Walter Scott,https://www.wikidata.org/wiki/Q79025,Q79025,"ivanhoe; or, the knight templar [a play in three acts and in prose] adapted from the novel of that name [by sir w. scott]. [electronic resource]","ivanhoe; or, the knight templar",[a play in three acts and in prose] adapted from the novel of that name [by sir w. scott],,,,,,"london, 1820.",1820,london,,play
14829148,lsidyv34ec35b0,"scott, walter, sir, 1771-1832",Walter Scott,https://www.wikidata.org/wiki/Q79025,Q79025,"marmion: or, floddon field. a drama [in five acts and in verse], founded on the poem of walter scott. [electronic resource]","marmion: or, floddon field. a drama","[in five acts and in verse], founded on the poem of walter scott",,,,,,"london, 1812.",1812,london,,play
14829183,lsidyv34ecfc13,"scull, w. d.",Walter Delaplaine Scull,https://www.wikidata.org/wiki/Q63068602,Q63068602,"bad lady betty: a drama, etc. [electronic resource]","bad lady betty: a drama, etc.",,,,,,,"london : e. mathews, [1897.].",1897,london,e. mathews,play
14829220,lsidyv3bbda2d9,"séguin, afterwards strahan, lisbeth gooch.","séguin, afterwards strahan, lisbeth gooch",,,the country of the passion-play. the highlands and highlanders of bavaria. [electronic resource],the country of the passion-play. the highlands and highlanders of bavaria,,,,,,,"london : strahan & co., [1880]",1880,london,strahan & co.,play
14829232,lsidyv34937b52,"selous, millie.","selous, millie",,,the stage in the drawing-room: short one-act sketches for two and three players. [electronic resource],the stage in the drawing-room: short one-act sketches for two and three players,,,,,,,"london : leadenhall press, 1893.",1893,london,leadenhall press,play
14829263,lsidyv34f0a194,"serle, thomas james.",Thomas James Serle,https://www.wikidata.org/wiki/Q52149482,Q52149482,"master clarke. a play, in five acts. [electronic resource]","master clarke. a play, in five acts",,,,,,,"london : w. s. johnson, [1840.].",1840,london,w. s. johnson,play
14829326,lsidyv33517cff,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"the school-shakspeare; or, plays and scenes from shakspeare illustrated for the use of schools, with glossarial notes, selected from the best annotators, by the rev. j. r. pitman, etc. [twenty-six plays, with selected passages from nine others and from the sonnets.] [electronic resource]","the school-shakspeare; or, plays and scenes from shakspeare illustrated for the use of schools, with glossarial notes, selected from the best annotators, by the rev. j. r. pitman, etc.","[twenty-six plays, with selected passages from nine others and from the sonnets.]",,"pitman, john rogers.","pitman, john rogers",,,"london : c. rice, 1822.",1822,london,c. rice,play
14829328,lsidyv34716f7f,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"select plays from shakspeare; adapted chiefly for the use of schools, and young persons; with notes from the best commentators. [six plays. edited by e. slater.] [electronic resource]",select plays from shakspeare,"adapted chiefly for the use of schools, and young persons; with notes from the best commentators. [six plays. edited by e. slater.]",,"slater, edward, of kensington.","slater, edward",,,"london : j. souter, 1836.",1836,london,j. souter,play
14829351,lsidyv345eba6d,"shakespeare, william, 1564-1616",William Shakespeare,https://www.wikidata.org/wiki/Q692,Q692,"[the history of timon of athens, the man-hater ... made into a play [in five acts, chiefly in verse, altered from shakespeare]. by t. shadwell.] [electronic resource]","the history of timon of athens, the man-hater","made into a play [in five acts, chiefly in verse, altered from shakespeare]. by t. shadwell...",another edition,"shadwell, thomas, poet laureate.","shadwell, thomas",,,"london, 1703.",1703,london,,play
14829371,lsidyv3353e86f,"sharp, thomas, antiquary.","sharp, thomas, antiquary",,,"a dissertation on the pageants or dramatic mysteries anciently performed at coventry, by the trading companies of that city: chiefly with reference to the vehicle, characters, and dresses of the actors. ... to which are added, the pageant of the shearmen & taylors' company, etc. l.p. [electronic resource]","a dissertation on the pageants or dramatic mysteries anciently performed at coventry, by the trading companies of that city","chiefly with reference to the vehicle, characters, and dresses of the actorsto which are added, the pageant of the shearmen & taylors' company, etc. l.p...",,,,,,"coventry : merridew, 1825.",1825,coventry,merridew,play
14829432,lsidyv349361f7,"shelley, percy bysshe, 1792-1822",Percy Bysshe Shelley,https://www.wikidata.org/wiki/Q93343,Q93343,der entfesselte prometheus. lyrisches drama in vier akten [and in verse] ... deutsch von a. graf wickenburg. [electronic resource],der entfesselte prometheus. lyrisches drama in vier akten,[and in verse] deutsch von a. graf wickenburg. [electronic resource],,"wickenburg, albrecht, count.","wickenburg, albrecht",,,"wien, 1876.",1876,wien,,play
14829448,lsidyv3c4068a1,"shepherd, thomas hosmer.",Thomas Hosmer Shepherd,https://www.wikidata.org/wiki/Q2424467,Q2424467,"modern athens, displayed in a series of views; or, edinburgh in the nineteenth century; exhibiting the whole of the new buildings, modern improvements, antiquities, & picturesque scenery of the scottish metropolis & its environs, from original drawings by mr. t. h. shepherd. with historical, topographical & critical illustrations [by john britton]. [electronic resource]","modern athens, displayed in a series of views; or, edinburgh in the nineteenth century","exhibiting the whole of the new buildings, modern improvements, antiquities, & picturesque scenery of the scottish metropolis & its environs, from original drawings by mr. t. h. shepherd. with historical, topographical & critical illustrations [by john britton]",,"britton, john, 1771-1857.","britton, john",,"Views, Edinburgh, Scotland, In art. 7 Book illustrations, Engravings, Steel engravings, Views","london : jones & co., 1829.",1829,london,jones & co.,play
14829473,lsidyv34f6f7af,"shields, charles woodruff.",Charles Woodruff Shields,https://www.wikidata.org/wiki/Q5083703,Q5083703,the reformer of geneva: an historical drama. [electronic resource],the reformer of geneva: an historical drama,,,,,,,"new york & london : g. p. putnam’s sons, 1898.",1898,new york & london,g. p. putnam’s sons,play
14829520,lsidyv349c8ac1,"shore, louisa c.","shore, louisa c",,,hannibal: a drama. [with a preface by arabella shore.] [electronic resource],hannibal: a drama,[with a preface by arabella shore.],,"shore, arabella.","shore, arabella",,,"london : g. richards, 1898.",1898,london,g. richards,play
14829651,lsidyv345b4d82,"skottowe, augustine.","skottowe, augustine",,,the life of shakspeare; enquiries into the originality of his dramatic plots and characters; and essays on the ancient theatres and theatrical usages. [electronic resource],the life of shakspeare; enquiries into the originality of his dramatic plots and characters; and essays on the ancient theatres and theatrical usages,,,"shakespeare, william, 1564-1616","shakespeare, william",,,"london, 1824.",1824,london,,play
14829653,lsidyv349bec8c,"skrine, john huntley.",John Huntley Skrine,https://www.wikidata.org/wiki/Q18911799,Q18911799,columba. a drama [in five acts and in verse]. [electronic resource],columba. a drama,[in five acts and in verse],,,,,,"edinburgh : w. blackwood and sons, 1893.",1893,edinburgh,w. blackwood and sons,play
14829654,lsidyv349c682f,"skrine, john huntley.",John Huntley Skrine,https://www.wikidata.org/wiki/Q18911799,Q18911799,joan the maid. a dramatic romance [in three acts and in verse]. [electronic resource],joan the maid. a dramatic romance,[in three acts and in verse],,,,,,"london : macmillan & co., 1895.",1895,london,macmillan & co.,play
14829673,lsidyv349ba1d5,"slous, angiolo robson.","slous, angiolo robson",,,"true to the core: a story of the armada. the t. p. cooke prize drama, 1866 [in four acts and in prose]. [electronic resource]",true to the core: a story of the armada,"the t. p. cooke prize drama, 1866 [in four acts and in prose]",,,,,,"london, 1866.",1866,london,,play
14829682,lsidyv3b8fc19c,"smart, hawley.","smart, hawley",,,play or pay. a novelette. [electronic resource],play or pay. a novelette,,,,,,,"london, 1878.",1878,london,,play
14829743,lsidyv3a9a77e7,"smith, henry john, dramatist.","smith, henry john",,,"d'enambuc, governor of st. martinique ... drama ... second edition, revised. [electronic resource]","d'enambuc, governor of st. martinique","drama...second edition, revised",,,,,,"birmingham : cornish bros., 1899.",1899,birmingham,cornish bros.,play
14829762,lsidyv34af54dc,"smith, john, contributor to “the microcosm.”.","smith, john",,,"the house of atreus, and the house of laius; tragedies founded on the greek drama; with a preface on the peculiarities of its structure and moral principles; and other poems. [electronic resource]","the house of atreus, and the house of laius",tragedies founded on the greek drama; with a preface on the peculiarities of its structure and moral principles; and other poems,,,,,,"london, 1819.",1819,london,,play
14829791,lsidyv34ed2402,"smith, w. theodore.","smith, w. theodore",,,sandracoltus: a drama in five acts [and in verse]. [electronic resource],sandracoltus: a drama in five acts,[and in verse],,,,,,"london : george redway, 1882.",1882,london,george redway,play
14829799,lsidyv3499de6b,"smith, w. h. (william henry), 1806-1872.","smith, william henry",,,"guidone: a dramatic poem [in five acts] and solitude, a poem. second edition. [electronic resource]","guidone: a dramatic poem and solitude, a poem",second edition [in five acts],,,,,,"london, 1836.",1836,london,,play
14829800,lsidyv34ed2f2d,"smith, william herbert guthrie.",Herbert Guthrie-Smith,https://www.wikidata.org/wiki/Q5734267,Q5734267,crispus. a drama. [in verse.] [electronic resource],crispus. a drama,[in verse.],,,,,,"edinburgh and london : w. blackwood & sons, 1891.",1891,london & edinburgh,w. blackwood & sons,play
14829844,lsidyv32b63f3e,"soane, george.",George Soane,https://www.wikidata.org/wiki/Q16066130,Q16066130,"the peasant of lucern, a melo-drama, in three acts. [electronic resource]","the peasant of lucern, a melo-drama, in three acts",,,,,,,"london, 1815.",1815,london,,play
14829849,lsidyv349c6f19,"solly, henry.",Henry Solly,https://www.wikidata.org/wiki/Q5728486,Q5728486,herod the great: an historic drama in three parts [and in prose and verse]. [electronic resource],herod the great: an historic drama in three parts,[and in prose and verse],,,,,,"london : kegan paul & co., 1896.",1896,london,kegan paul & co.,play
14829888,lsidyv345ec526,"southern, thomas.","southern, thomas",,,"the fatal marriage, or the innocent adultery; a play [in five acts and in prose and verse], etc. [electronic resource]","the fatal marriage, or the innocent adultery; a play","[in five acts and in prose and verse], etc.",,,,,,"london, 1694.",1694,london,,play
14829978,lsidyv34990156,"spicer, henry.","spicer, henry",,,acted dramas. [in verse.] [electronic resource],acted dramas,[in verse.],,,,,,"london, 1875.",1875,london,,play
14829979,lsidyv3499e3d5,"spicer, henry.","spicer, henry",,,"[the lords of ellingham; a drama, in five acts [and in verse].] [electronic resource]","the lords of ellingham; a drama, in five acts",[and in verse],second edition,,,,,"london, 1843.",1843,london,,play
14829980,lsidyv3499e0a8,"spicer, henry.","spicer, henry",,,"lost and won, a play in five acts [and in verse]. [electronic resource]","lost and won, a play in five acts",[and in verse],,,,,,"london, 1841.",1841,london,,play
14830096,lsidyv352defe2,"steele, f. e. marshall.","steele, f. e. marshall",,,"the encore reciter. humorous, serious and dramatic selections. compiled and edited by f. e. m. steele. 2 series. [electronic resource]","the encore reciter. humorous, serious and dramatic selections.",compiled and edited by f. e. m. steele. 2 series,,,,,,"london : f. warne & co., 1889, 90.",1889,london,f. warne & co.  90,play
14830118,lsidyv3c082d4c,"stephen, leslie, sir, k.c.b.","stephen, leslie",,,the playground of europe. [electronic resource],the playground of europe,,,,,,,"london : longmans, green & co., 1871.",1871,london,longmans green & co.,play
14830126,lsidyv3980ed36,"stephens, robert neilson.",Robert Neilson Stephens,https://www.wikidata.org/wiki/Q7347990,Q7347990,a gentleman player; his adventures on a secret mission for queen elizabeth. [electronic resource],a gentleman player; his adventures on a secret mission for queen elizabeth,,,,,,,"toronto : w. briggs, 1899.",1899,toronto,w. briggs,play
14830128,lsidyv34ec4f62,"stephenson, c. h., member of the dramatic authors' society.","stephenson, c. h",,,"pindee singh, the pearl of oude. a new spectacular play, in a prologue and four acts [and in prose]. [electronic resource]","pindee singh, the pearl of oude. a new spectacular play, in a prologue and four acts",[and in prose],,,,,,"bristol : privately printed, [1880.].",1880,bristol,privately printed,play
14830212,lsidyv34ecc07c,"stewart, thomas grainger, sir.","stewart, thomas grainger",,,the good regent. a chronicle play. [electronic resource],the good regent. a chronicle play,,,,,,,"edinburgh & london : w. blackwood & sons, 1898.",1898,london & edinburgh,w. blackwood & sons,play
14830223,lsidyv3b79c6e9,"stirling, james hutchison, 1820-1909.",James Hutchison Stirling,https://www.wikidata.org/wiki/Q2556195,Q2556195,"burns in drama, [a play in five acts and in prose,] together with saved leaves [miscellaneous pieces in prose and verse]. edited by j. h. s. [electronic resource]","burns in drama, together with saved leaves","[a play in five acts and in prose,] [miscellaneous pieces in prose and verse]. edited by j. h. s",,,,,,"edinburgh, 1878.",1878,edinburgh,,play
14830455,lsidyv3493e5ca,"swanwick, catherine.","swanwick, catherine",,,hofer. a drama [in five acts and in verse]. [electronic resource],hofer. a drama,[in five acts and in verse],,,,,,"london, 1879.",1879,london,,play
14830456,lsidyv349b7046,"swanwick, catherine.","swanwick, catherine",,,"richard cœur de lion, a legendary drama [in five acts and in verse]. [electronic resource]","richard cœur de lion, a legendary drama",[in five acts and in verse],,,,,,"london : griffith & farran, 1880.",1880,london,griffith & farran,play
14830457,lsidyv349bbc29,"swanwick, catherine.","swanwick, catherine",,,"the talisman, a drama [in five acts and in verse]. a tale of the eleventh century ... second edition. [electronic resource]","the talisman, a drama. a tale of the eleventh century",second edition.... [in five acts and in verse],,,,,,"london : h. k. lewis, 1882.",1882,london,h. k. lewis,play
14830644,lsidyv34ff89cf,"taylor, tom, dramatist.",Tom Taylor,https://www.wikidata.org/wiki/Q2329794,Q2329794,"the serf; or, love levels all! ... [a tale.] written [by h. ll. williams] upon the ... play of that name by tom taylor, etc. [electronic resource]","the serf; or, love levels all!","[a tale.] written [by h. ll. williams] upon the...play of that name by tom taylor, etc.",,"williams, henry llewellyn.","williams, henry llewellyn",,,"new york : r. m. de witt, [1873?].",1873,new york,r. m. de witt,play
14830645,lsidyv39ed4bfa,"taylor, tom, dramatist.",Tom Taylor,https://www.wikidata.org/wiki/Q2329794,Q2329794,"[the ticket of leave man, an amusing ... story [by h. l. williams] based on the ... drama of real life by tom taylor, etc.] [electronic resource]","the ticket of leave man, an amusing story","[by h. l. williams] based on the...drama of real life by tom taylor, etc.",another edition,,,,,"london : aldine publishing co., 1889.",1889,london,aldine publishing co.,play
14830656,lsidyv3493e13b,"telbin, john.","telbin, john",,,"the siege of scarborough castle in 1645. a drama in two acts [and in prose], etc. [electronic resource]",the siege of scarborough castle in 1645. a drama in two acts,"[and in prose], etc.",,,,,,"scarborough, 1827.",1827,scarborough,,play
14830744,lsidyv349747d1,"thayer, william roscoe.",William Roscoe Thayer,https://www.wikidata.org/wiki/Q8017754,Q8017754,"the best elizabethan plays: the jew of malta, by marlowe; the alchemist, by jonson; philaster, by beaumont and fletcher; the two noble kinsmen, by fletcher and shakespeare; the duchess of malfi, by webster. edited by w. r. thayer. [electronic resource]",the best elizabethan plays,"the jew of malta, by marlowe; the alchemist, by jonson; philaster, by beaumont and fletcher; the two noble kinsmen, by fletcher and shakespeare; the duchess of malfi, by webster. edited by w. r. thayer",,,,,,"boston, u.s.a. : ginn & co., 1890.",1890,boston,ginn & co.,play
14830949,lsidyv306cd4bf,"tobin, john, 1770-1804.","tobin, john",,,"the curfew; a play, in five acts [in verse and prose], etc. [electronic resource]","the curfew; a play, in five acts","[in verse and prose], etc.",,,,,,"london, 1807.",1807,london,,play
14830963,lsidyv3493800b,"tollemache, beatrix lucia catherine, hon.",Beatrix Lucia Catherine Tollemache,https://www.wikidata.org/wiki/Q16862755,Q16862755,"the early bird, and other drawing-room plays. [electronic resource]","the early bird, and other drawing-room plays",,,,,,,"london : remington & co., 1894.",1894,london,remington & co.,play
14831065,lsidyv34931755,"tregelles, arthur e.","tregelles, arthur e",,,"king james i., a drama. [in five acts and in verse.] (king charles i., a drama.) [in five acts and in verse.] [electronic resource]","king james i., a drama","[in five acts and in verse.] (king charles i., a drama.) [in five acts and in verse.]",,,,,,"darlington : a. e. tregelles, 1890.",1890,darlington,a. e. tregelles,play
14831104,lsidyv3353199a,,,,,"fuimus troes. æneid. 2. the true troianes, being a story of the britaines valour at the romanes first invasion: publikely represented by the gentlemen students of magdalen colledge in oxford. [a play. by jasper fisher.] [electronic resource]","fuimus troes. æneid. 2. the true troianes, being a story of the britaines valour at the romanes first invasion",publikely represented by the gentlemen students of magdalen colledge in oxford. [a play. by jasper fisher.],,,,,,"london : i. l. for robert allot, 1633.",1633,london,i. l. for robert allot,play
14831212,lsidyv3830c7ba -- lsidyv3461e08e,"twiss, francis.","twiss, francis",,,"a complete verbal index to the plays of shakspeare; adapted to all the editions, etc. [electronic resource]",a complete verbal index to the plays of shakspeare;,"adapted to all the editions, etc.",,"shakespeare, william, 1564-1616","shakespeare, william",,,"london : t. egerton, t. payne, etc., 1805.",1805,london,t. egerton t. payne etc.,play
14831350,lsidyv34ecb98c,,,,,"the marquise de vaudreuil. [a play, by jemima bullock-webster.] ms. notes. [electronic resource]",the marquise de vaudreuil,"[a play, by jemima bullock-webster.] ms. notes",,"webster, jemima bullock.","webster, jemima bullock",,,[1885?],1885,,,play
14831353,lsidyv34992278,"vaughan, virginia.","vaughan, virginia",,,the new era: a dramatic poem. [electronic resource],the new era: a dramatic poem,,,,,,,"london : chapman & hall, 1880.",1880,london,chapman & hall,play
14831359,lsidyv3498fb83,,,,,veleda; a dramatic sketch from history. [in verse.] [electronic resource],veleda; a dramatic sketch from history,[in verse.],,,,,,"[london, 1860?]",1860,london,,play
14831401,lsidyv2eb418e9,,,,,"thérèse, the orphan of geneva; a drama in three acts [and in prose]. freely translated from the french, altered and adapted to the english stage by i. h. payne, etc. [electronic resource]","thérèse, the orphan of geneva; a drama in three acts","[and in prose]. freely translated from the french, altered and adapted to the english stage by i. h. payne, etc.",,"payne, john howard, dramatist.","payne, john howard,",,,"london, 1821.",1821,london,,play
14831456,lsidyv3351cb5b,,,,,"neglected virtue: or, the unhappy conqueror, a play, acted at the theatre-royal, by his majesty's servants. [by charles hopkins. the preface signed by hildebrand horden.] [electronic resource]","neglected virtue: or, the unhappy conqueror, a play","acted at the theatre-royal, by his majesty's servants. [by charles hopkins. the preface signed by hildebrand horden.]",,"hopkins, charles, dramatist. -- horden, hildebrand.","hopkins, charles, |horden, hildebrand",,,"london : henry rhodes, etc., 1696.",1696,london,henry rhodes etc.,play
14831531,lsidyv32b6366f,"waldron, francis godolphin.",Francis Godolphin Waldron,https://www.wikidata.org/wiki/Q5481098,Q5481098,"the virgin queen, a drama in five acts [and in verse]: attempted as a sequel to shakspeare's tempest. [electronic resource]","the virgin queen, a drama in five acts",[and in verse]: attempted as a sequel to shakspeare's tempest,,"shakespeare, william, 1564-1616","shakespeare, william",,,"london, 1797.",1797,london,,play
14831583,lsidyv34af71e7,"wallace, albany.",Albany Wallace,https://www.wikidata.org/wiki/Q111863915,Q111863915,"the death of mary queen of scots, an historic drama in five acts [and in verse]. [electronic resource]","the death of mary queen of scots, an historic drama in five acts",[and in verse],,,,,,"worthing, 1827.",1827,worthing,,play
14831597,lsidyv34fbc26e,"wallace, lewis.","wallace, lewis",,,lew. wallace's ben-hur. a play. arranged for the stage by w. young. [electronic resource],lew. wallace's ben-hur. a play.,arranged for the stage by w. young,,"young, william, dramatic writer.","young, william",,,"london & new york : harper & bros., 1899.",1899,london & new york,harper  bros.,play
14831598,lsidyv35065595,"wallace, lewis.","wallace, lewis",,,the wooing of malkatoon. [a poem.] commodus. [a drama.] ... illustrations by du mond and wequelin. [electronic resource],the wooing of malkatoon. [a poem.] commodus. [a drama.],illustrations by du mond and wequelin...,,"du mond, frank v. -- weguelin, john reinhard.","du mond, frank v. |weguelin, john reinhard",,,"london & new york : harper & bros., 1898 [1897].",1898,london & new york,harper  bros.,play
14831709,lsidyv34945f00,"warner, theodore davenport, pseud. [i.e. theodore macfadden.]","warner, theodore davenport",,,"madalena; or, the maids' mischief. a drama. by theodore davenport warner. [electronic resource]","madalena; or, the maids' mischief. a drama",by theodore davenport warner,,,,,,"philadelphia : j. b. lippincott co., 1888.",1888,philadelphia,j. b. lippincott co.,play
14831763,lsidyv3a98dbd9,"watson, afterwards taylor, george.","watson, afterwards taylor, george",,,"england preserved; an historical play, in five acts [in verse], etc. [electronic resource]","england preserved; an historical play, in five acts","[in verse], etc.",,,,,,"london, 1795.",1795,london,,play
14831819,lsidyv3ab64b35,"webber, byron.",Byron Webber,https://www.wikidata.org/wiki/Q117695553,Q117695553,tartan and gold. tales of sport and play. [electronic resource],tartan and gold. tales of sport and play,,,,,,,"london : ward & downey, 1889.",1889,london,ward & downey,play
14831858,lsidyv350b77de,"welch, t., dramatic author.",Thaddeus Welch,https://www.wikidata.org/wiki/Q21693933,Q21693933,crœsus: an original play on a classical subject ... revised edition. [electronic resource],crœsus: an original play on a classical subject,revised edition...,,,,,,"london : published for the author, by burt & sons, 1898.",1898,london,published for the author by burt & sons,play
14831922,lsidyv38e7d8cf,"west, mary.","west, mary",,,a born player. [electronic resource],a born player,,,,,,,"london : macmillan & co., 1893.",1893,london,macmillan & co.,play
14831966,lsidyv32d9c280,"whalley, peter, vicar of st. sepulchre, northampton.","whalley, peter",,,"an enquiry into the learning of shakespeare, with remarks on several passages of his plays. in a conversation between eugenius and neander. by p. w. [electronic resource]","an enquiry into the learning of shakespeare, with remarks on several passages of his plays",in a conversation between eugenius and neander. by p. w,,"shakespeare, william, 1564-1616","shakespeare, william",,,"london, 1748.",1748,london,,play
14832054,lsidyv33542452,"whitehead, charles, dramatic and miscellaneous writer.","whitehead, charles",,,"the solitary, and other poems. with the cavalier, a play [in three acts and in verse]. [electronic resource]","the solitary, and other poems. with the cavalier, a play",[in three acts and in verse],,,,,,"london, 1849.",1849,london,,play
14832082,lsidyv34ed687b,"whitty, irwine, mrs.","whitty, irwine",,,short plays and charades for drawing room and parish entertainments. [electronic resource],short plays and charades,for drawing room and parish entertainments,,,,,,"london : skeffington & son, [1897.].",1897,london,skeffington & son,play
14832125,lsidyv3478aa59,"wiley, afterwards drummond, sara king.","wiley, afterwards drummond, sara king",,,"poems, lyrical and dramatic. to which is added, cromwell: an historical play. [electronic resource]","poems, lyrical and dramatic.","to which is added, cromwell: an historical play",,,,,,"pp. vii. 214. chapman & hall: london, 1900.",1900,london,chapman & hall,play
14832141,lsidyv309cee70,"wilkins, george, dramatist.","wilkins, george",,,"pericles, prince of tyre. a novel ... printed in 1608, and founded upon shakespeare's play. edited by professor t. mommsen, with a preface ...; and an introduction by j. p. collier. [electronic resource]","pericles, prince of tyre. a novel","printed in 1608, and founded upon shakespeare's play. edited by professor t. mommsen, with a preface...; and an introduction by j. p. collier",,"collier, john payne, 1789-1883 -- mommsen, carl johann tycho. -- shakespeare, william, 1564-1616","collier, john payne |mommsen, carl johann tycho |shakespeare, william",,,"oldenburg, 1857.",1857,oldenburg,,play
14832176,lsidyv34771ee2,"williams, francis howard.",Francis Howard Williams,https://www.wikidata.org/wiki/Q15983816,Q15983816,"the flute-player, and other poems. [electronic resource]","the flute-player, and other poems",,,,,,,"pp. v. 128. g. p. putnam's sons: new york and london, [1894.]",1894,new york & london,g. p. putnam's sons,play
14832188,lsidyv39ec7c43,"williams, henry llewellyn.",Henry Llewellyn Williams,https://www.wikidata.org/wiki/Q60220251,Q60220251,"sweet lavender. founded, under special permission, on the celebrated play, by a. w. pinero. (family jars.). [electronic resource]",sweet lavender.,"founded, under special permission, on the celebrated play, by a. w. pinero. (family jars.)",,"pinero, arthur wing, sir, 1855-1934.","pinero, arthur wing",,,"london : aldine publishing co., [1889.].",1889,london,aldine publishing co.,play
14832483,lsidyv315ca943,,,,,"the woodman's hut: a melo-dramatic romance, in three acts, etc. [by samuel james arnold.] [electronic resource]","the woodman's hut: a melo-dramatic romance, in three acts, etc.",[by samuel james arnold.],,"arnold, samuel james, 1774-1852.","arnold, samuel james",,,"london : john miller, 1814.",1814,london,john miller,play
14832667,lsidyv2eb8f26c,"yearsley, ann.",Ann Yearsley,https://www.wikidata.org/wiki/Q4766761,Q4766761,"earl goodwin, an historical play [in five acts and in verse]. [electronic resource]","earl goodwin, an historical play",[in five acts and in verse],,,,,,"london, 1791.",1791,london,,play
14832679,lsidyv349c0bce,"yeoman, william joseph.","yeoman, william joseph",,,king william iii. a historical drama in five acts. [electronic resource],king william iii. a historical drama in five acts,,,,,,,"london : digby & co., [1893.].",1893,london,digby & co.,play
14832688,lsidyv3546e055,"yonge, charlotte mary, 1823-1901",Charlotte Mary Yonge,https://www.wikidata.org/wiki/Q433098,Q433098,strolling players. a harmony of contrasts. [electronic resource],strolling players. a harmony of contrasts,,,"coleridge, christabel r. (christabel rose), 1843-1921.","coleridge, christabel rose",,,"london : macmillan & co., 1893.",1893,london,macmillan & co.,play
14832694,lsidyv3497b899,,,,,"york plays. the plays performed by the crafts or mysteries of york on the day of corpus christi in the 14th, 15th and 16th centuries. now first printed from the unique manuscript in the library of lord ashburnham. edited, with introduction and glossary, by lucy toulmin smith. [electronic resource]",york plays.,"the plays performed by the crafts or mysteries of york on the day of corpus christi in the 14th, 15th and 16th centuries. now first printed from the unique manuscript in the library of lord ashburnham. edited, with introduction and glossary, by lucy toulmin smith",,"smith, lucy toulmin.","smith, lucy toulmin",,,"oxford : clarendon press, 1885.",1885,oxford,clarendon press,play
